name,year,url,journal,abstract
"[Wolfram syndrome: clinical features, molecular genetics of WFS1 gene]",2015,https://pubmed.ncbi.nlm.nih.gov/25764693/,Nihon Rinsho,"Wolfram syndrome(WFS: OMIM 222300) is a rare recessive neuro-endocrine degenerative disorder, known as DIDMOAD(Diabetes Insipidus, early-onset Diabetes Mellitus, Optic Atrophy and Deafness) syndrome. Most affected individuals carry recessive mutations in the Wolfram syndrome 1 gene(WFS1). The WFS1 protein is an endoplasmic reticulum(ER) embedded protein, which functions in ER calcium homeostasis and unfolded protein responses. Dysregulation of these cellular processes results in the development of ER stress, leading to apoptosis. In addition, abundantly present WFS1 protein in insulin secretory granules plays a role in the intra-granular acidification. However, the phenotypic pleiomorphism and molecular complexity of this disease limit the understanding of WFS. Here we review clinical features, molecular mechanisms and mutations of WFS1 gene that relate to this syndrome."
[Hyponatremic crisis as the initial manifestation of neurohormonal diabetes insipidus],1984,https://pubmed.ncbi.nlm.nih.gov/6718043/,Padiatr Padol,"Diabetes insipidus usually shows a Normo- or Hypernatraemia. In our case, a 21 months old boy, we could contrarily find a hyponatraemic crisis as the leading symptom to our diagnosis. As reason for this we discuss a chronical overhydration with hypotonic liquid and enteral loss of electrolytes."
Diabetes Insipidus,2020,https://pubmed.ncbi.nlm.nih.gov/32005690/,Pediatr Rev,No abstract available
Clinics on endocrine and metabolic diseases. 6. Nephrogenic diabetes insipidus: report on two patients treated with chlorothiazide,1961,https://pubmed.ncbi.nlm.nih.gov/14006167/,Proc Staff Meet Mayo Clin,No abstract available
[Diabetes insipidus of traumatic origin; symptomatological & endocrinological research; results of subarachnoid iodine therapy],1956,https://pubmed.ncbi.nlm.nih.gov/13421557/,Riv Patol Nerv Ment,No abstract available
Urinary bladder function in rats with hereditary diabetes insipidus; a cystometrical and in vitro evaluation,1992,https://pubmed.ncbi.nlm.nih.gov/1512862/,J Urol,"Bladder function was investigated in female rats with hereditary diabetes insipidus (DI) and in healthy controls, in vivo by means of recordings of micturition pattern and cystometry, and in vitro in organ bath experiments. Rats with DI exhibited bladder hypertrophy, the weight of the bladder in these rats being two times that of controls. Recordings of micturition pattern showed that DI-rats had an increased 24 hour diuresis and micturition volume, and decreased micturition interval in comparison with controls. Cystometry recordings revealed increased bladder capacity and micturition volume in DI-rats. However, in these rats basal bladder pressure and threshold pressure were lower than in controls. No significant changes in micturition pressure or bladder compliance were observed, and none of the rats had residual urine. In organ bath studies, a lower maximal response to electrical field stimulation was obtained in bladder strips from DI-rats, than in the control strips, when expressed relative to the response elicited by K(+)-solution. When activated by field stimulation, the DI-bladder strips and the control strips had similar sensitivity to muscarinic receptor blockade with scopolamine at all stimulation frequencies. The sensitivity to carbachol was similar in the two groups. The results suggest that the increased functional demands of DI on the detrusor do not result in major changes pre- or postjunctionally. Further, several of the previously reported urinary bladder changes observed in rats with diabetes mellitus (DM) are similar to those now reported in rats with DI, emphasizing the importance of an increased diuresis per se for the development of alterations in bladder function. However, in contrast to the findings in DM rats, the sensitivity to electrical stimulation of nerves during blockade of muscarinic receptors was similar in DI-rats and their controls. This supports our previous suggestion that the increased resistance to muscarinic receptor blockade of the bladder in DM-rats at low stimulation frequencies is induced by the disease (diabetes mellitus) as such and not by the increased diuresis."
"Cathepsin L immunoreactivity in the hypothalamus of normal, streptozotocin-diabetic and vasopressin-deficient Brattleboro rats",1994,https://pubmed.ncbi.nlm.nih.gov/8003946/,Cell Mol Biol (Noisy-le-grand),"The immunolocalization of cathepsin L in the hypothalamus of normal rats was compared with the distribution of the enzyme in streptozotocin-treated animals and in vasopressin-deficient rats (Brattleboro strain). In rats with a normal metabolic status the neurons of magnocellular nucl. supraopticus and paraventricularis stood out by intense immunostaining for cathepsin L. In rats suffering from an experimentally induced diabetes mellitus and in homozygous Brattleboro rats we observed a strong reduction in enzyme immunoreactivity in these nuclei. Since cathepsin L is capable of splitting certain hypothalamic neuropeptides that are changed in diabetic animals, a role of the enzyme in the metabolism of these peptides is imaginable. Decrease in immunoreactive cathepsin L in vasopressin-deficient rats points to a possible involvement of the enzyme in the control of fluid homeostasis."
Severe symptomatic hyponatraemia: dangers in lack of therapy,1990,https://pubmed.ncbi.nlm.nih.gov/1969565/,Lancet,No abstract available
"An epidemic of ""polyuria and polydipsia syndrome"". Epidemiology of 'Poona disease'",1970,https://pubmed.ncbi.nlm.nih.gov/5533225/,Indian J Med Sci,No abstract available
Wolfram syndrome: a clinicopathologic correlation,2009,https://pubmed.ncbi.nlm.nih.gov/19449020/,Acta Neuropathol,"Wolfram syndrome or DIDMOAD (diabetes insipidus, diabetes mellitus, optic atrophy and deafness) is a neurodegenerative disorder characterized by diabetes mellitus and optic atrophy as well as diabetes insipidus and deafness in many cases. We report the post-mortem neuropathologic findings of a patient with Wolfram syndrome and correlate them with his clinical presentation. In the hypothalamus, neurons in the paraventricular and supraoptic nuclei were markedly decreased and minimal neurohypophyseal tissue remained in the pituitary. The pontine base and inferior olivary nucleus showed gross shrinkage and neuron loss, while the cerebellum was relatively unaffected. The visual system had moderate to marked loss of retinal ganglion neurons, commensurate loss of myelinated axons in the optic nerve, chiasm and tract, and neuron loss in the lateral geniculate nucleus but preservation of the primary visual cortex. The patient's inner ear showed loss of the organ of Corti in the basal turn of the cochleae and mild focal atrophy of the stria vascularis. These findings correlated well with the patient's high-frequency hearing loss. The pathologic findings correlated closely with the patient's clinical symptoms and further support the concept of Wolfram syndrome as a neurodegenerative disorder. Our findings extend prior neuropathologic reports of Wolfram syndrome by providing contributions to our understanding of eye, inner ear and olivopontine pathology in this disease."
[Diabetes insipidus and familial hypercholesteremic xanthomatosis],1954,https://pubmed.ncbi.nlm.nih.gov/13190425/,Bull Mem Soc Med Hop Paris,No abstract available
[Congenital nephrogenic diabetes insipidus],2002,https://pubmed.ncbi.nlm.nih.gov/12108257/,Arch Pediatr,No abstract available
[Hormonal dysnatremia],2013,https://pubmed.ncbi.nlm.nih.gov/24356291/,Ann Endocrinol (Paris),"Because of antidiuretic hormone (ADH) disorder on production or function we can observe dysnatremia. In the absence of production by posterior pituitary, central diabetes insipidus (DI) occurs with hypernatremia. There are hereditary autosomal dominant, autosomal recessive or X- linked forms. When ADH is secreted but there is an alteration on his receptor AVPR2, it is a nephrogenic diabetes insipidus in acquired or hereditary form. We can make difference on AVP levels and/or on desmopressine response which is negative in nephrogenic forms. Hyponatremia occurs when there is an excess of ADH production: it is a euvolemic hypoosmolar hyponatremia. The most frequent etiology is SIADH (syndrome of inappropriate secretion of ADH), a diagnostic of exclusion which is made after eliminating corticotropin deficiency and hypothyroidism. In case of brain injury the differential diagnosis of cerebral salt wasting (CSW) syndrome has to be discussed, because its treatment is perfusion of isotonic saline whereas in SIADH, the treatment consists in administration of hypertonic saline if hyponatremia is acute and/or severe. If not, fluid restriction demeclocycline or vaptans (antagonists of V2 receptors) can be used in some European countries. Four types of SIADH exist; 10 % of cases represent not SIADH but SIAD (syndrome of inappropriate antidiuresis) due to a constitutive activation of vasopressin receptor that produces water excess. c 2013 Published by Elsevier Masson SAS."
[Diabetes insipidus vera and polyuria-polydipsia],1971,https://pubmed.ncbi.nlm.nih.gov/5160564/,Rev Clin Esp,No abstract available
ADIPSIC DIABETES INSIPIDUS: A REVIEW,2016,https://pubmed.ncbi.nlm.nih.gov/26401579/,Endocr Pract,"Objective: Adipsic diabetes insipidus (ADI) is a rare disorder consisting of central diabetes insipidus (CDI) and a deficient or absent thirst response to hyperosmolality. Patients with ADI experience marked morbidity and mortality. Diagnosis and management of these patients is quite challenging, even in expert hands. In this review, we aim to provide an updated overview of this difficult clinical scenario.
Methods: We conducted a PubMed search for articles related to ADI. The search terms ""adipsia,"" ""adipsic,"" ""thirst,"" and ""diabetes insipidus"" were used to identify relevant literature.
Results: ADI has been described in only approximately 100 patients. This rarity has limited the quality and quantity of literature to case reports, case series, and expert opinion. Diagnosis focuses on confirmation of CDI followed by documenting subnormal or completely absent thirst in response to a hypertonic stimulus. Among the described patients with ADI, the majority experience morbidity (e.g., severe hypernatremia, sleep apnea, venous thromboembolism [VTE], and obesity) and an increased mortality risk. Management focuses on frequent reassessment of daily prescribed water intake with fixed antidiuretic therapy (desmopressin) and comorbidity screening.
Conclusion: The complexity of patients with ADI provides a difficult challenge for clinicians. Prompt recognition of thirst disorders in patients with CDI should lead to appropriately regimented management strategies and can result in safe outpatient care for these unique patients."
[Pregnancy occurring during post-traumatic diabetes insipidus treated permanently with posterior extracts],1958,https://pubmed.ncbi.nlm.nih.gov/13596741/,Bull Fed Soc Gynecol Obstet Lang Fr,No abstract available
[Nephrogenic diabetes insipidus. Response to DDAVP and genetic transmission in 2 family groups],May-Jun,https://pubmed.ncbi.nlm.nih.gov/1018863/,Minerva Nefrol,No abstract available
Diabetes insipidus: Differential diagnosis and management,2016,https://pubmed.ncbi.nlm.nih.gov/27156759/,Best Pract Res Clin Endocrinol Metab,"Diabetes insipidus (DI) is a syndrome characterized by the excretion of abnormally large volumes of dilute urine. It can be caused by any of 4 fundamentally different defects that must be distinguished for safe and effective management. They are: (1) pituitary DI, due to inadequate production and secretion of antidiuretic hormone, arginine-vasopressin (AVP); (2) gestational DI due to degradation of AVP by an enzyme made in placenta; (3) primary polydipsia, due to suppression of AVP secretion by excessive fluid intake; and (4) nephrogenic DI due to renal insensitivity to the antidiuretic effect of AVP. This review describes several methods of differential diagnosis, indicates the advantages and disadvantages of each and presents a new approach that is simpler and less costly but just as reliable as the best of the older methods. The various treatments for the different types of DI and recent findings on the genetic basis of the familial forms of DI are also discussed with emphasis on their contributions to improved diagnosis and management."
[New contributions to the clinical manifestations of diabetes insipidus],1958,https://pubmed.ncbi.nlm.nih.gov/13515543/,Lyon Med,No abstract available
THE LIVER and diabetes insipidus,1958,https://pubmed.ncbi.nlm.nih.gov/13596611/,Br Med J,No abstract available
The management of diabetes insipidus in adults,1997,https://pubmed.ncbi.nlm.nih.gov/9201003/,Arch Intern Med,"The management of patients with diabetes insipidus can be confusing because of the disorder's variable pathophysiology, the numerous medications used, and the possible complications related to their use. Nevertheless, the primary care physician, rather than the subspecialist, will increasingly be called on to manage patients with such relatively uncommon conditions in the future. If a few basic facts and principles are kept in mind, the care of most patients with diabetes insipidus can be successful. A comprehensive, practical review of the short- and long-term therapy for patients with diabetes insipidus, including central diabetes insipidus, nephrogenic diabetes insipidus, and the ""excessive vasopressinase syndrome,"" is presented. The use of single and multidrug regimens, and of the newly marketed oral formulation of desmopressin acetate, is described for common clinical settings."
[Pitressino-resistant diabetes insipidus],1957,https://pubmed.ncbi.nlm.nih.gov/13512948/,Helv Paediatr Acta,No abstract available
[Further anatomo-clinical study of symptomatic diabetes insipidus],1957,https://pubmed.ncbi.nlm.nih.gov/13501544/,G Clin Med,No abstract available
[Letterer-Siwe disease in adults with ungual lesions],Jun-Jul,https://pubmed.ncbi.nlm.nih.gov/921119/,Ann Med Interne (Paris),No abstract available
[Diabetes insipidus in adults. Clinical study and recent therapeutic indications],1971,https://pubmed.ncbi.nlm.nih.gov/5156530/,Presse Med,No abstract available
The diagnosis and management of diabetes insipidus during medical emergencies,1993,https://pubmed.ncbi.nlm.nih.gov/8325295/,Endocrinol Metab Clin North Am,"The abrupt presentation of hypertonic polyuria, polydipsia and hypernatremia, reflects vasopressin deficiency owing to multiple potential etiologies. Diabetes insipidus becomes an emergency and leads to severe hyperosmolality and dehydration when fluid intake does not match obligate losses. Decreased mental alertness may impair the ability to sense thirst or to obtain access to fluids, thus placing patients postoperatively or posttrauma at particular risk of complicated diabetes insipidus. Intravenously administered DDAVP and hydration with hypotonic fluids is the preferred therapy in the acute setting. As diabetes insipidus may be of unpredictable duration, the need for ongoing medical therapy must be frequently reassessed."
The diagnosis and management of diabetes insipidus during medical emergencies,1993,https://pubmed.ncbi.nlm.nih.gov/8325295/,Endocrinol Metab Clin North Am,"The abrupt presentation of hypertonic polyuria, polydipsia and hypernatremia, reflects vasopressin deficiency owing to multiple potential etiologies. Diabetes insipidus becomes an emergency and leads to severe hyperosmolality and dehydration when fluid intake does not match obligate losses. Decreased mental alertness may impair the ability to sense thirst or to obtain access to fluids, thus placing patients postoperatively or posttrauma at particular risk of complicated diabetes insipidus. Intravenously administered DDAVP and hydration with hypotonic fluids is the preferred therapy in the acute setting. As diabetes insipidus may be of unpredictable duration, the need for ongoing medical therapy must be frequently reassessed."
[Treatment of diabetes insipidus],2004,https://pubmed.ncbi.nlm.nih.gov/15125322/,Orv Hetil,No abstract available
Wolfram (DIDMOAD) syndrome: a multidisciplinary clinical study in nine Turkish patients and review of the literature,2003,https://pubmed.ncbi.nlm.nih.gov/12650300/,Acta Paediatr,"Aim: To study Wolfram syndrome (WFS) with multidisciplinary consultations and compare the results with the literature.
Methods: Nine patients fulfilled the ascertainment criteria of WFS (insulin-dependent diabetes mellitus and optic atrophy). All patients were evaluated by the departments of paediatrics, ophthalmology, audiology, urology and medical biology.
Results: The earliest manifestation of WFS was insulin-dependent diabetes mellitus (at a median age of 6.9 y), followed by optic atrophy (8.9 y), diabetes insipidus (10.2 y) and deafness (10.5 y). Short stature was found in five cases, delayed puberty in two cases and hypergonadotropic hypogonadism in one case. Audiography disclosed hearing loss at high frequency in all patients (100%), but only five patients had clinical subjective hearing problems. Intravenous pyelography revealed hydroureteronephrosis in eight patients. Urodynamics revealed a normal bladder in only one patient. Three patients had a low-capacity, low-compliance bladder, detrusor external sphincteric dyssynergia and emptying problem, while five had an atonic bladder. Ocular findings were optic atrophy, low visual acuity and colour vision defects. Visual field tests revealed concentric and/or peripheral diminution in five patients. Visual evoked potentials were abnormal (reduced amplitude to both flash and pattern stimulation) in seven patients. Cranial magnetic resonance imaging showed mild or moderate atrophy of the optic nerves, chiasm, cerebellum, basal ganglia and brainstem in six patients; there was a partially empty sella in one case. There was no evidence of mitochondrial tRNA(Leu) (UUR) A to G (nucleotide 3243) mutation.
Conclusion: Wolfram syndrome should be evaluated in a multidisciplinary manner. Some specific and dynamic tests are necessary to make a more precise estimate of the prevalence and median age of the components of WFS. Short stature is a common feature in WFS. Hypogonadism may be hypogonadotropic or hypergonadotropic. Bladder dysfunction does not always present as a large atonic bladder in WFS. A low-capacity, high-pressure bladder with sphincteric dyssynergia is also common."
[Clinical aspects and pathogenesis of two cases of obesity and one case of diabetes insipidus secondary to tuberculous meningitis clinically cured],1954,https://pubmed.ncbi.nlm.nih.gov/13166619/,Policlinico Prat,No abstract available
Pulmonary Langerhans cell histiocytosis and diabetes insipidus in pregnant women: our experience,2014,https://pubmed.ncbi.nlm.nih.gov/24519262/,Lung,"Pulmonary Langerhans cell histiocytosis (PLCH) occurs predominantly in young adult smokers. Diabetes insipidus occurs in up to 15 % patients with PLCH. Information on PLCH in pregnancy is sparse, especially associated with diabetes insipidus. We report three patients with these conditions and describe the disease history and pregnancy outcomes."
Physiologic studies in nephrogenic diabetes insipidus,1962,https://pubmed.ncbi.nlm.nih.gov/13882818/,J Clin Endocrinol Metab,No abstract available
Diabetes insipidus,1995,https://pubmed.ncbi.nlm.nih.gov/8575409/,Endocrinol Metab Clin North Am,"Diabetes insipidus, characterized by the excretion of copious volumes of unconcentrated urine, results from a deficiency in the action of the antidiuretic hormone arginine vasopressin and can be caused by any of four fundamentally different defects, including impaired secretion (neurohypophyseal diabetes insipidus), impaired renal response (nephrogenic diabetes insipidus), excessive fluid intake (primary polydipsia), or increased metabolism of the hormone (gestational diabetes insipidus). Differentiation between their causes, pathophysiology, and treatment methods is essential for effective management and is best achieved by a combination of hormonal, clinical, and neuroradiologic observations. Understanding of the genetic forms has advanced greatly and may soon lead to improved methods of prevention, diagnosis, and treatment."
[Diagnosis and pathophysiology of renal concentration disorders],1976,https://pubmed.ncbi.nlm.nih.gov/827020/,Schweiz Med Wochenschr,No abstract available
[Diabetes insipidus],1981,https://pubmed.ncbi.nlm.nih.gov/6911419/,Med Sestra,No abstract available
Diabetes insipidus and spinal cord injury: a challenging combination,Nov-Dec,https://pubmed.ncbi.nlm.nih.gov/7938892/,Rehabil Nurs,"Diabetes insipidus is a life-threatening condition in which the kidneys excrete huge quantities of diluted urine. Diabetes insipidus as a sequela of head trauma is unusual, but not rare. When it arises in conjunction with a spinal cord injury (SCI), diabetes insipidus not only is life threatening but also raises challenges for bladder retraining. This article describes the pathogenesis, diagnosis, and management of diabetes insipidus. A case study is used to demonstrate the patient course and nursing implications, with emphasis on two nursing diagnoses: fluid volume deficit and alterations in urinary elimination."
Diabetes insipidus,1994,https://pubmed.ncbi.nlm.nih.gov/7766345/,Crit Care Nurs Clin North Am,"When the critically ill patient's clinical course is complicated by diabetes insipidus, a significant threat to the equilibrium of the body's delicate water and electrolyte balance ensues. Patients with diabetes insipidus are at significant risk of dehydration, hypernatremia, alterations in level of consciousness, and hemodynamic instability from hypovolemia. This article presents the causes of, and pathophysiologic alterations in, central and nephrogenic diabetes insipidus. Clinical manifestations and therapeutic management of both conditions in the critical care population are described."
"[Case of distal renal tubular acidosis complicated with renal diabetes insipidus, showing aggravation of symptoms with occurrence of diabetes mellitus]",2011,https://pubmed.ncbi.nlm.nih.gov/21842608/,Nihon Jinzo Gakkai Shi,"We report herein a 27-year-old male case of inherited distal renal tubular acidosis complicated with renal diabetes insipidus, the symptoms of which were aggravated by the occurrence of diabetes mellitus. At 2 months after birth, he was diagnosed as having inherited distal renal tubular acidosis and thereafter supplementation of both potassium and alkali was started to treat his hypokalemia and metabolic acidosis. At the age of 4 years, calcification of the bilateral renal medulla was detected by computed tomography. Subsequently his urinary volume gradually increased and polyuria of approximately 4 L/day persisted. At the age of 27 years, he became fond of sugar-sweetened drinks and also often forgot to take the medicine. He was admitted to our hospital due to polyuria of more than 10 L day, muscle weakness and gait disturbance. Laboratory tests disclosed worsening of both hypokalemia and metabolic acidosis in addition to severe hyperglycemia. It seemed likely that occurrence of diabetes mellitus and cessation of medications can induce osmotic diuresis and aggravate hypokalemia and metabolic acidosis. Consequently, severe dehydration, hypokalemia-induced damage of his urinary concentration ability and enhancement of the renin angiotensin system occurred and thereby possibly worsened his hypokalemia and metabolic acidosis. As normalization of hyperglycemia and metabolic acidosis might have exacerbated hypokalemia further, dehydration and hypokalemia were treated first. Following intensive treatment, these abnormalities were improved, but polyuria persisted. Elevated plasma antidiuretic hormone (12.0 pg/mL) and deficit of renal responses to antidiuretic hormone suggested that the polyuria was attributable to the preexisting renal diabetes insipidus possibly caused by bilateral renal medulla calcification. Thiazide diuretic or nonsteroidal anti-inflammatory drugs were not effective for the treatment of diabetes insipidus in the present case."
Diabetes insipidus in infants and children,2016,https://pubmed.ncbi.nlm.nih.gov/27156767/,Best Pract Res Clin Endocrinol Metab,"Diabetes insipidus, the inability to concentrate urine resulting in polyuria and polydipsia, can have different manifestations and management considerations in infants and children compared to adults. Central diabetes insipidus, secondary to lack of vasopressin production, is more common in children than is nephrogenic diabetes insipidus, the inability to respond appropriately to vasopressin. The goal of treatment in both forms of diabetes insipidus is to decrease urine output and thirst while allowing for appropriate fluid balance, normonatremia and ensuring an acceptable quality of life for each patient. An infant's obligate need to consume calories as liquid and the need for readjustment of medication dosing in growing children both present unique challenges for diabetes insipidus management in the pediatric population. Treatment modalities typically include vasopressin or thiazide diuretics. Special consideration must be given when managing diabetes insipidus in the adipsic patient, post-surgical patient, and in those undergoing chemotherapy or receiving medications that alter free water clearance."
Caring for patients with diabetes insipidus,1996,https://pubmed.ncbi.nlm.nih.gov/8710291/,Nursing,No abstract available
"[Dementia praecox with encephalitic onset; preceded by diabetes insipidus in one case, associated with acrodynic manifestations in another]",1950,https://pubmed.ncbi.nlm.nih.gov/14771662/,Ann Med Psychol (Paris),No abstract available
Diabetes Insipidus. Navigating troubled waters,2011,https://pubmed.ncbi.nlm.nih.gov/21661288/,Adv NPs PAs,No abstract available
"[Diabetes insipidus (classification, diagnosis, therapy)]",1972,https://pubmed.ncbi.nlm.nih.gov/4555566/,Internist (Berl),No abstract available
[Diabetes insipidus in the course of benign lymphogranulomatosis; lasting improvement due to cortisone],1956,https://pubmed.ncbi.nlm.nih.gov/13316497/,Bull Mem Soc Med Hop Paris,No abstract available
"Diabetes insipidus in pregnancy: etiology, evaluation, and management",May-Jun,https://pubmed.ncbi.nlm.nih.gov/19454377/,Endocr Pract,"Objective: To review the approach to a patient with diabetes insipidus during pregnancy.
Methods: This review examines the normal physiology of water homeostasis, the related changes that occur during pregnancy, and the pathophysiology of diabetes insipidus in pregnancy. Associated complications, evaluation, and management are discussed.
Results: Diabetes insipidus can complicate up to 1 in 30,000 pregnancies. Diabetes insipidus during pregnancy has a variety of causes, some that predate the pregnancy and others that begin during gestation. Polyuria and polydipsia can occur or be exacerbated in women with overt or subclinical central or nephrogenic diabetes insipidus. These women have either decreased central secretory reserve or impaired renal responsiveness to vasopressin. In addition, women can experience diabetes insipidus de novo in pregnancy through the actions of placental vasopressinase, which causes accelerated degradation of vasopressin. This form of diabetes insipidus may be associated with increased complications of pregnancy, including preeclampsia. Management of central diabetes insipidus and transient diabetes insipidus of pregnancy can be achieved with 1-deamino-8-D-arginine vasopressin (desmopressin acetate) (DDAVP), a vasopressin analogue. Nephrogenic diabetes insipidus is typically resistant to both DDAVP and vasopressin and underlying causes should be addressed.
Conclusions: Increased awareness of diabetes insipidus in pregnancy may lead to early diagnosis and appropriate treatment that will reduce the risks of maternal and fetal morbidity. Overall, growing experience with DDAVP has shown that it is a safe and effective treatment for diabetes insipidus caused by a variety of factors."
[Chlorpropamide therapy of diabetes insipidus],1972,https://pubmed.ncbi.nlm.nih.gov/5023231/,Med Klin,No abstract available
"The syndrome of diabetes insipidus, diabetes mellitus, optic atrophy, deafness, and other abnormalities (DIDMOAD-syndrome). Two affected sibs and a short review of the literature (98 cases)",1982,https://pubmed.ncbi.nlm.nih.gov/7045512/,Klin Wochenschr,"We describe two sibs with DIDMOAD-Syndrome, a 19-year-old girl with diabetes mellitus (type I), optic atrophy, inner-ear deafness, and atonia of the urinary tract, and her 5-year-old brother with diabetes mellitus (type I) and optic atrophy. Studies of red blood cell insulin receptors revealed a normal number of receptors per cell and normal affinity to insulin. The syndrome represents an autosomal recessively inherited type of diabetes mellitus, which remains often undiagnozed since most of the symptoms except diabetes mellitus and optic atrophy occur with varying expressivity. An atonia of the efferent urinary tract often with fatal complications is present in 46% of all patients with this syndrome reported in the literature and is unfortunately not included in the acronym DIDMOAD."
[Puerperal hypophysial necrosis: a case with diabetes insipidus],1953,https://pubmed.ncbi.nlm.nih.gov/13105132/,Ann Ostet Ginecol,No abstract available
Aldose reductase-deficient mice develop nephrogenic diabetes insipidus,2000,https://pubmed.ncbi.nlm.nih.gov/10913167/,Mol Cell Biol,"Aldose reductase (ALR2) is thought to be involved in the pathogenesis of various diseases associated with diabetes mellitus, such as cataract, retinopathy, neuropathy, and nephropathy. However, its physiological functions are not well understood. We developed mice deficient in this enzyme and found that they had no apparent developmental or reproductive abnormality except that they drank and urinated significantly more than their wild-type littermates. These ALR2-deficient mice exhibited a partially defective urine-concentrating ability, having a phenotype resembling that of nephrogenic diabetes insipidus."
Diabetes insipidus,1996,https://pubmed.ncbi.nlm.nih.gov/8716988/,ANNA J,"Diabetes insipidus (DI), an acute or chronic condition, results from either of two situations: An inadequate secretion of antidiuretic hormone (ADH) from the posterior pituitary gland or an insufficient renal response to adequate levels of ADH. Characterized by massive urinary output despite progressive serum hyperosmolality, hypernatremia, and dehydration, DI can be life-threatening if not promptly diagnosed and appropriately managed. Individuals with renal disease, surgical patients, and persons with cerebral trauma are at risk to develop this condition."
Wolfram syndrome: hereditary diabetes mellitus with brainstem and optic atrophy,1996,https://pubmed.ncbi.nlm.nih.gov/8602754/,Ann Neurol,"Wolfram syndrome was originally described as a combination of familial juvenile-onset diabetes mellitus and optic atrophy. Other neurological features subsequently emerged, and ""DIDMOAD"" (diabetes insipidus, diabetes mellitus, optic atrophy, and deafness) became a commonly accepted acronym. Here, we describe 4 further cases from 2 families, in whom there occurred previously unrecognized neurological features, central apnea and neurogenic upper airway collapse, together precipitating primary respiratory failure (fatal in 1 case), startle myoclonus (in 2 unrelated cases), axial rigidity, and Parinaud's syndrome. Magnetic resonance images revealed striking brainstem atrophy affecting, in particular, the pons and midbrain. The mitochondrial DNA from 3 cases (and relatives) showed no evidence of any of the previously reported abnormalities. These neurological and neuroradiological features, in conjunction with (1) analyses showing the neurodegenerative origin of optic atrophy, deafness, diabetes insipidus, and incontinence, (2) other previously reported neurological complications (including anosmia, ataxia, epilepsy, and neuropsychiatric and cognitive abnormalities), and (3) the very small number of published postmortem studies, indicate that Wolfram syndrome should be reemphasized as a unique hereditary neurodegenerative disorder with prominent optic atrophy and diabetes mellitus."
Pitfalls in investigating for diabetes insipidus,2008,https://pubmed.ncbi.nlm.nih.gov/18599927/,Indian Pediatr,No abstract available
[Diabetes insipidus and pregnancy; relation between the neurohypophysis and labor],May-Jun,https://pubmed.ncbi.nlm.nih.gov/13559787/,Ann Endocrinol (Paris),No abstract available
[Two cases of hypercalcemic nephropathy associated with primary hyperparathyroidism],1993,https://pubmed.ncbi.nlm.nih.gov/8264108/,Nihon Jinzo Gakkai Shi,"We present two cases of hypercalcemic nephropathy associated with primary hyperparathyroidism. Case 1 is a 37-year-old man who had repeated bone fractures and recurrent ureteral stones, which led to the diagnosis of primary hyperparathyroidism. Case 2 is a 35-year-old man in whom parathyroid carcinoma was discovered because of secondary nephrogenic diabetes insipidus, resulting from severe hypercalcemia. Both patients developed mild renal dysfunction during the course of hyperparathyroidism. In the renal biopsy materials obtained from case 1, the renal interstitium showed chronic inflammatory changes. The tubules were partly damaged (focal necrosis). Deposition of calcium was sometimes noted within the mitochondria of the tubular epithelial cells. Some glomeruli showed glomerular sclerosis. In biopsy materials obtained from case 2 after resection of the carcinoma, similar histological features were observed, but tubular atrophy and necrosis were advanced. Polyuria and hypercalcemia were ameliorated after resection. These findings indicate that severe hypercalcemia might induce tubular dysfunction as well as organized changes."
[Intestinal absorption of CINa solutions in experimental tasteless diabetes],1955,https://pubmed.ncbi.nlm.nih.gov/13317277/,C R Seances Soc Biol Fil,No abstract available
[XANTHOMA DISSEMINATUM WITH DIABETES INSIPIDUS],1964,https://pubmed.ncbi.nlm.nih.gov/14161040/,Cesk Dermatol,No abstract available
[Diabetes insipidus and pregnancy],1968,https://pubmed.ncbi.nlm.nih.gov/5713221/,Zentralbl Gynakol,No abstract available
"[Diabetic tasteless, tuberculous lupus]",1949,https://pubmed.ncbi.nlm.nih.gov/18229291/,Praxis,No abstract available
Comparison of free ionized fluoride concentrations of plasma and renal clearance in patients of artificially fluoridated and non-fluoridated drinking water areas,1974,https://pubmed.ncbi.nlm.nih.gov/4459950/,Proc Finn Dent Soc,No abstract available
Diabetes insipidus,1997,https://pubmed.ncbi.nlm.nih.gov/9174688/,Curr Ther Endocrinol Metab,No abstract available
Successful pregnancy in two sisters with Wolfram syndrome,1993,https://pubmed.ncbi.nlm.nih.gov/8444596/,Ir Med J,"Wolfram's Syndrome is a rare disorder comprising diabetes insipidus, diabetes mellitus, optic atrophy and high tone sensineural deafness. Successful pregnancy is extremely rare and has not previously been reported in siblings with this disorder. We report on two Irish sisters suffering from Wolfram's syndrome who have given birth to three healthy male infants."
Complete protection from gentamicin-induced acute renal failure in the diabetes mellitus rat,1982,https://pubmed.ncbi.nlm.nih.gov/7098275/,Kidney Int,No abstract available
[Clinical observations on plasma growth hormone (HGH) levels],1968,https://pubmed.ncbi.nlm.nih.gov/4304531/,Nihon Naibunpi Gakkai Zasshi,No abstract available
[Antidiuretic effect of clofibrate in diabetes insipidus],1971,https://pubmed.ncbi.nlm.nih.gov/5142213/,Union Med Can,No abstract available
